experiment_id,question_id,question,expected_answerable,chunk_size,chunk_overlap,top_k,prompt_version,rag_answer,retrieved_chunk_ids,retrieved_similarities,highest_similarity,mean_similarity,lowest_similarity,retrieval_seconds,generation_seconds,total_seconds,retrieved_character_count,answer_character_count,correctness,groundedness,retrieval_hit,hallucination_handling,review_notes
larger_chunks,11,How does CSV differ from JSON when storing structured data?,True,1400,250,3,strict,"CSV is a simple, flat representation of structured data, with each item on a line and commas separating attributes (e.g., ""name,age""). JSON, on the other hand, uses key-value pairs and nested structures, making it more suitable for complex data (e.g., objects and arrays). JSON is easier to parse and compatible with programming languages, while CSV is less convenient for comments or metadata.  

[chunk_0004][chunk_0006]","[""chunk_0005"", ""chunk_0004"", ""chunk_0006""]","[0.78943715, 0.71098373, 0.57820015]",0.789437149410767,0.6928736746267559,0.5782001488948303,0.019336165999902732,1.2476091250000536,1.2670475830000214,2974,422,,,,,
larger_chunks,12,Why might an organization transform unstructured data before analysis?,True,1400,250,3,strict,"An organization might transform unstructured data into a structured format to enable systematic analysis. This transformation ensures consistent attributes and fields across records, facilitating easier comparison and interpretation. The reason is that structured data is easier to analyze due to its predefined schema, which aligns with the goal of systematic analysis.  

[chunk_0003]  
[chunk_0006]","[""chunk_0004"", ""chunk_0003"", ""chunk_0006""]","[0.62454961, 0.58014863, 0.55221665]",0.6245496104905077,0.5856382951021138,0.5522166465279739,0.02016916599995966,1.234213666999949,1.2544839160000265,2982,401,,,,,
larger_chunks,13,Why has data become increasingly important across modern industries?,True,1400,250,3,strict,"Data has become increasingly important across modern industries due to the expansion of digital data, computing capacity, and technology. The rise of large, complex datasets created demand for more advanced analysis, making data science essential in fields like business, healthcare, and entertainment. This growth is driven by the ability to extract insights from vast amounts of information, which supports innovation and decision-making in various sectors.  

[chunk_0000]  
[chunk_0002]","[""chunk_0001"", ""chunk_0000"", ""chunk_0002""]","[0.65610922, 0.64611742, 0.58122513]",0.6561092232198006,0.627817259382049,0.5812251336722281,0.01992500000005748,1.8371269580002263,1.8571992920001321,4009,490,,,,,
larger_chunks,14,Does this section explain how cosine similarity is calculated?,False,1400,250,3,strict,The section does not explain how cosine similarity is calculated. [chunk_0006],"[""chunk_0006"", ""chunk_0000"", ""chunk_0005""]","[0.70965886, 0.54993278, 0.53868967]",0.709658856964287,0.5994271003170283,0.5386896666671731,0.020964249999906315,1.055567541000073,1.0766828329997225,3055,78,,,,,
larger_chunks,15,Does this section explain how transformer neural networks generate embeddings?,False,1400,250,3,strict,"The section does not explain how transformer neural networks generate embeddings. [chunk_0003] mentions that datasets, entities, and attributes are explained, but not related to embeddings.","[""chunk_0006"", ""chunk_0005"", ""chunk_0003""]","[0.71398083, 0.53305812, 0.49712156]",0.7139808305380917,0.5813868359410442,0.497121555586742,0.01897241699953156,1.0606477500004985,1.079747832999601,3031,189,,,,,
top_k_1,1,What is the difference between a datum and data?,True,1000,200,1,strict,"The difference between a datum and data is that datum refers to a singular, individual unit (e.g., a single value, observation, or point), while data refers to multiple such units (e.g., multiple observations, texts, or symbols). For example, a course-evaluation table includes multiple rows (data) with fields like semester, instructor, and class size, each representing a datum.  

[chunk_0001]","[""chunk_0001""]",[0.76169284],0.7616928376404546,0.7616928376404546,0.7616928376404546,0.018155458999899565,1.482680750000327,1.5009618329995646,966,396,,,,,
top_k_1,2,How does the textbook define a dataset?,True,1000,200,1,strict,A dataset is a collection of observations or data entities. [chunk_0004],"[""chunk_0004""]",[0.75440586],0.7544058634715609,0.7544058634715609,0.7544058634715609,0.0208199999997305,1.0467473749995406,1.0677154579998387,937,72,,,,,
top_k_1,3,What is the difference between structured and unstructured data?,True,1000,200,1,strict,"Structured data has a predefined structure with consistent attributes and entities, while unstructured data lacks a fixed schema. Structured data, like a table with specific columns, ensures values fit neatly into rows and columns, whereas unstructured data, such as free-form text or images, does not follow a consistent format.  

[chunk_0005]","[""chunk_0005""]",[0.81287635],0.8128763490569628,0.8128763490569628,0.8128763490569628,0.018304124999303895,1.2156796669996766,1.234038583000256,881,345,,,,,
top_k_1,4,What characteristics make a dataset structured?,True,1000,200,1,strict,"A dataset is structured if it has predefined attributes, consistent fields, and values that fit neatly into rows and columns. This is supported by chunk [chunk_0005], where entities share the same attributes, and values differ by entity while following the same structure.","[""chunk_0005""]",[0.75721139],0.757211389919073,0.757211389919073,0.757211389919073,0.019051833000048646,1.1801734159998887,1.1992756249992453,881,272,,,,,
top_k_1,5,What are examples of unstructured datasets mentioned in the section?,True,1000,200,1,strict,"The examples of unstructured datasets mentioned in the section are product reviews on Amazon, Twitter posts, public Instagram images, short TikTok videos, and free-form web-search phrases.","[""chunk_0006""]",[0.78178458],0.781784579598114,0.781784579598114,0.781784579598114,0.018736084000011033,0.7918230830000539,0.8106679160000567,889,188,,,,,
top_k_1,6,What is the difference between an item or entity and an attribute in a dataset?,True,1000,200,1,strict,"The difference between an item or entity and an attribute in a dataset is that an entity is the thing being described (e.g., a student or course), while an attribute is a characteristic shared by that entity (e.g., their age or rating). This distinction is explicitly stated in the course context: ""A row commonly represents a unique entity, item, entry, or instance. A column represents an attribute, feature, variable, or characteristic shared by the entities."" [chunk_0004]","[""chunk_0004""]",[0.81573231],0.8157323144162265,0.8157323144162265,0.8157323144162265,0.019146374999763793,1.4905948749992604,1.509875457999442,937,476,,,,,
top_k_1,7,Why is temperature considered continuous numeric data in the jacket example?,True,1000,200,1,strict,"Temperature is considered continuous numeric data in the jacket example because it represents a measurement with units (like degrees Celsius or Fahrenheit), which can take any real-number value within the measurement context, giving an effectively infinite set of possible values. This classification is supported by the course context, which states that continuous numeric values may be selected from an infinite set of possible values. [chunk_0003]","[""chunk_0003""]",[0.7175123],0.7175122981571717,0.7175122981571717,0.7175122981571717,0.021421499999632942,0.9435896250006408,0.9651224999997794,999,450,,,,,
top_k_1,8,Why is the “Needed a Jacket?” column considered categorical nominal data?,True,1000,200,1,strict,"The ""Needed a Jacket?"" column is considered categorical because its values come from the finite labels ""Yes"" and ""No,"" and it is nominal because those labels have no natural ranking. [chunk_0004]","[""chunk_0004""]",[0.71433971],0.7143397118808364,0.7143397118808364,0.7143397118808364,0.019759042000259797,1.0094282079999175,1.029290458000105,937,195,,,,,
top_k_1,9,Why can structured data be easier to analyze than unstructured data?,True,1000,200,1,strict,"Structured data is easier to analyze than unstructured data because its consistent fields and tabular organization allow tools to compare attributes across records systematically. This structure facilitates comparison, whereas unstructured data lacks predefined schemas, making it difficult to organize and analyze. [chunk_0006]","[""chunk_0006""]",[0.79387394],0.7938739388847115,0.7938739388847115,0.7938739388847115,0.019489374999466236,1.077851500000179,1.097429624999677,889,328,,,,,
top_k_1,10,What structured data formats are introduced in the section?,True,1000,200,1,strict,"The structured data formats introduced in the section are CSV, JSON, and XML.","[""chunk_0007""]",[0.7543403],0.7543403006333538,0.7543403006333538,0.7543403006333538,0.01981133399931423,0.7615075000003344,0.7814430839998749,984,77,,,,,
top_k_1,11,How does CSV differ from JSON when storing structured data?,True,1000,200,1,strict,"CSV uses commas to separate attributes and is simple, while JSON uses keys and values. It is less flexible and may lose nuance when processing, citing [chunk_0007] for the differences.","[""chunk_0007""]",[0.75581495],0.7558149540118572,0.7558149540118572,0.7558149540118572,0.019876750000548782,1.1761079999996582,1.1960967499999242,984,184,,,,,
top_k_1,12,Why might an organization transform unstructured data before analysis?,True,1000,200,1,strict,"An organization might transform unstructured data before analysis to make systematic analysis possible by converting it into a structured dataset with consistent fields and tabular organization. This transformation aligns with the structured dataset formats discussed in [chunk_0006], where consistent attributes are used to facilitate comparison across records.","[""chunk_0006""]",[0.69590111],0.6959011145066134,0.6959011145066134,0.6959011145066134,0.020397582999976294,1.1986991249996208,1.2191496249997726,889,362,,,,,
top_k_1,13,Why has data become increasingly important across modern industries?,True,1000,200,1,strict,"The rise of large, complex datasets created demand for more advanced analysis, making data science important across many industries. [chunk_0001]","[""chunk_0001""]",[0.73942014],0.7394201411656056,0.7394201411656056,0.7394201411656056,0.01696508300028654,0.9603441249992102,0.9774099579999529,966,145,,,,,
top_k_1,14,Does this section explain how cosine similarity is calculated?,False,1000,200,1,strict,The section does not explain how cosine similarity is calculated. [chunk_0008],"[""chunk_0008""]",[0.58664413],0.586644131770752,0.586644131770752,0.586644131770752,0.01858462500058522,0.7532750419995864,0.7719489999999496,951,78,,,,,
top_k_1,15,Does this section explain how transformer neural networks generate embeddings?,False,1000,200,1,strict,The section does not explain how transformer neural networks generate embeddings. [chunk_0008],"[""chunk_0008""]",[0.60553688],0.605536883284049,0.605536883284049,0.605536883284049,0.018116250000275613,0.7314565839997158,0.7497032910005146,951,94,,,,,
top_k_5,1,What is the difference between a datum and data?,True,1000,200,5,strict,"The difference between a datum and data is that a datum refers to a singular given value, observation, or point of reference, while data refers to multiple observations. For example, a single rating in a course-evaluation table is a datum, but the table itself contains multiple data points. Cite [chunk_0001].","[""chunk_0001"", ""chunk_0004"", ""chunk_0005"", ""chunk_0003"", ""chunk_0002""]","[0.76169284, 0.66638093, 0.62581187, 0.62336794, 0.60506188]",0.7616928376404546,0.6564630918496331,0.6050618790297793,0.01816220799992152,1.4845522919995346,1.5028760000004695,4679,310,,,,,
top_k_5,2,How does the textbook define a dataset?,True,1000,200,5,strict,"A dataset is a collection of observations or data entities organized for analysis and interpretation. The example provided in the course-evaluation dataset includes rows for each semester and columns for attributes, indicating a structured approach. The textbook defines a dataset as a collection of observations or data entities organized for analysis. [chunk_0005]","[""chunk_0004"", ""chunk_0000"", ""chunk_0005"", ""chunk_0001"", ""chunk_0003""]","[0.75440586, 0.6759683, 0.67148562, 0.66729138, 0.61646658]",0.7544058634715609,0.6771235496250846,0.6164665835717928,0.020989166000617843,4.19185808400016,4.212961084000199,4730,366,,,,,
top_k_5,3,What is the difference between structured and unstructured data?,True,1000,200,5,strict,"Structured data has a fixed schema with consistent attributes and tabular organization, while unstructured data lacks a predefined schema and can be in formats like text, images, or free-form content. For example, structured datasets use attributes like temperature (continuous) or categorical values (e.g., ""needed a jacket"" as Yes/No), whereas unstructured data may include subjective information like product reviews or social media posts.  

[chunk_0006]  
[chunk_0007]","[""chunk_0005"", ""chunk_0006"", ""chunk_0007"", ""chunk_0003"", ""chunk_0004""]","[0.81287635, 0.80023811, 0.68445521, 0.62723555, 0.62672706]",0.8128763490569628,0.7103064579914051,0.6267270648906749,0.02133983400017314,1.8108850839998922,1.8322873329998401,4690,473,,,,,
top_k_5,4,What characteristics make a dataset structured?,True,1000,200,5,strict,"A dataset is structured if it has consistent attributes, fixed schema, and entities with the same attributes. For example, in a course-evaluation dataset, attributes like semester, instructor, class size, and rating are consistent across rows. Additionally, entities like students or items have predefined attributes, making the data structured.","[""chunk_0005"", ""chunk_0006"", ""chunk_0004"", ""chunk_0007"", ""chunk_0003""]","[0.75721139, 0.73368727, 0.71453479, 0.70431089, 0.62464833]",0.757211389919073,0.706878533635923,0.6246483304184769,0.01934570800040092,1.5902227500000663,1.6097004590001234,4690,345,,,,,
top_k_5,5,What are examples of unstructured datasets mentioned in the section?,True,1000,200,5,strict,"The examples of unstructured datasets mentioned in the section are:  
- Product reviews on Amazon  
- Posts on Twitter  
- Public Instagram images  
- Short TikTok videos  
- Free-form web-search phrases.  

[chunk_0006]","[""chunk_0006"", ""chunk_0005"", ""chunk_0007"", ""chunk_0008"", ""chunk_0000""]","[0.78178458, 0.73966102, 0.68660427, 0.6732613, 0.66782282]",0.781784579598114,0.7098267972289768,0.6678228154786545,0.02111312499982887,1.3590875419995427,1.3803355410000222,4652,220,,,,,
top_k_5,6,What is the difference between an item or entity and an attribute in a dataset?,True,1000,200,5,strict,"The difference between an item or entity and an attribute in a dataset is that an entity is the object being described, while an attribute is one of its properties. For example, in the jacket dataset, the entity is the jacket, and the attribute is the temperature. This distinction is supported by the context, which states that entities have the same attributes, and attributes are properties used to describe them. Citing chunk_0004 and chunk_0005 as relevant.","[""chunk_0004"", ""chunk_0005"", ""chunk_0008"", ""chunk_0003"", ""chunk_0001""]","[0.81573231, 0.72950081, 0.65083215, 0.64596299, 0.62478773]",0.8157323144162265,0.693363198070344,0.6247877294306101,0.020372082999529084,2.077003084000353,2.0975079170002573,4734,462,,,,,
top_k_5,7,Why is temperature considered continuous numeric data in the jacket example?,True,1000,200,5,strict,"Temperature is considered continuous numeric data in the jacket example because it is a thermometer measurement with units, and a temperature reading can take any real-number value within the measurement context, giving an effectively infinite set of possible values. [chunk_0003]","[""chunk_0003"", ""chunk_0004"", ""chunk_0002"", ""chunk_0005"", ""chunk_0001""]","[0.7175123, 0.65132259, 0.62293519, 0.57230288, 0.55764363]",0.7175122981571717,0.6243433162786769,0.5576436295352767,0.021478417000253103,1.431592083000396,1.4531324589997894,4679,280,,,,,
top_k_5,8,Why is the “Needed a Jacket?” column considered categorical nominal data?,True,1000,200,5,strict,"The ""Needed a Jacket?"" column is considered categorical nominal data because its values come from the finite labels ""Yes"" and ""No,"" and those labels have no inherent natural ordering. This is explicitly stated in the context, which cites that the column is categorical with finite labels and nominal due to no inherent order. No further details are provided to support this conclusion.","[""chunk_0004"", ""chunk_0003"", ""chunk_0005"", ""chunk_0002"", ""chunk_0008""]","[0.71433971, 0.6785173, 0.63832141, 0.63612315, 0.59533838]",0.7143397118808364,0.6525279892112575,0.5953383772496785,0.020867875000476488,1.4544651670003077,1.4754627080001228,4664,385,,,,,
top_k_5,9,Why can structured data be easier to analyze than unstructured data?,True,1000,200,5,strict,"Structured data is easier to analyze than unstructured data because it has a fixed schema and consistent fields, allowing tools to compare attributes across records. For example, transforming free-form text into a keyword plus timestamp (as in chunk 0007) reduces unstructured elements to two attributes, enabling systematic analysis. This structure facilitates consistent comparison and analysis, making it easier to extract patterns and insights.","[""chunk_0006"", ""chunk_0005"", ""chunk_0007"", ""chunk_0008"", ""chunk_0001""]","[0.79387394, 0.73820052, 0.6561296, 0.63373381, 0.62181132]",0.7938739388847115,0.6887498375576774,0.6218113203827422,0.020448792000024696,1.4865666249997957,1.507156667000345,4671,448,,,,,
top_k_5,10,What structured data formats are introduced in the section?,True,1000,200,5,strict,"The structured data formats introduced in the section are CSV, JSON, and XML.","[""chunk_0007"", ""chunk_0006"", ""chunk_0005"", ""chunk_0000"", ""chunk_0008""]","[0.7543403, 0.73343192, 0.71855328, 0.67663814, 0.65510371]",0.7543403006333538,0.7076134701089128,0.6551037128393484,0.020700582999779726,1.320456207999996,1.3412779170002977,4652,77,,,,,
top_k_5,11,How does CSV differ from JSON when storing structured data?,True,1000,200,5,strict,"CSV differs from JSON in that it uses a flat, comma-separated format, while JSON organizes data as objects with keys. CSV is suited for tabular data with fixed attributes, whereas JSON supports nested structures and is easier to parse for data exchange. Both formats store structured data, but JSON is less convenient for comments and metadata, while CSV may lose nuance due to its simplicity.  

[chunk_0006]  
[chunk_0004]","[""chunk_0007"", ""chunk_0008"", ""chunk_0005"", ""chunk_0006"", ""chunk_0004""]","[0.75581495, 0.74182274, 0.63078092, 0.62970459, 0.52353095]",0.7558149540118572,0.6563308313035146,0.5235309519103997,0.02027337500021531,1.730841749999854,1.751268791000257,4642,424,,,,,
top_k_5,12,Why might an organization transform unstructured data before analysis?,True,1000,200,5,strict,"An organization might transform unstructured data before analysis to make it easier to analyze. This transformation aligns with the structured dataset's ability to compare attributes across records, as discussed in the context. For example, free-form searches can be reduced to a keyword and timestamp, ensuring each record has consistent attributes. This structured approach supports systematic analysis, making it easier to extract meaningful insights.  

[chunk_0005]  
[chunk_0007]","[""chunk_0006"", ""chunk_0005"", ""chunk_0001"", ""chunk_0008"", ""chunk_0007""]","[0.69590111, 0.62609894, 0.57277076, 0.55419743, 0.54397378]",0.6959011145066134,0.5985884051194489,0.543973781871286,0.021688875000108965,1.5409229580000101,1.5627456669999447,4671,485,,,,,
top_k_5,13,Why has data become increasingly important across modern industries?,True,1000,200,5,strict,"The importance of data across modern industries is highlighted in the context provided. The text states that data science extracts information and insight from data to support decisions and innovation in areas like business, health care, and entertainment. As digital data, computing capacity, and technology expanded, the demand for advanced analysis grew, making data science essential in these fields. This directly addresses why data has become increasingly important.  

[chunk_0000]","[""chunk_0001"", ""chunk_0000"", ""chunk_0006"", ""chunk_0004"", ""chunk_0003""]","[0.73942014, 0.62160581, 0.58201802, 0.5688453, 0.5661041]",0.7394201411656056,0.6155986741168787,0.5661040993787074,0.020631624999623455,1.2783865829997012,1.299171208000189,4738,488,,,,,
top_k_5,14,Does this section explain how cosine similarity is calculated?,False,1000,200,5,strict,The context does not contain the information about cosine similarity or its calculation.,"[""chunk_0008"", ""chunk_0005"", ""chunk_0000"", ""chunk_0004"", ""chunk_0002""]","[0.58664413, 0.54904857, 0.54617844, 0.53259684, 0.52071921]",0.586644131770752,0.5470374380712515,0.5207192107356863,0.02092850000008184,1.1358190000000832,1.1568100000004051,4612,88,,,,,
top_k_5,15,Does this section explain how transformer neural networks generate embeddings?,False,1000,200,5,strict,The section does not explain how transformer neural networks generate embeddings.,"[""chunk_0008"", ""chunk_0004"", ""chunk_0000"", ""chunk_0006"", ""chunk_0005""]","[0.60553688, 0.50440158, 0.50036708, 0.4876913, 0.47495993]",0.605536883284049,0.5145913536217701,0.4749599289708381,0.01746424999964802,1.029738458999418,1.047354916000586,4605,81,,,,,
